influencer_id,basis,rate,orders,total_payout
85792,order,50,4382,219100
85793,post,1000,3244,1000
85794,post,1000,225,1000
85795,post,1000,624,1000
85796,order,50,4552,227600
85797,order,50,588,29400
85798,order,50,748,37400
85799,order,50,3649,182450
85800,post,1000,2617,1000
85801,order,50,2856,142800
85802,post,1000,2722,1000
85803,order,50,1962,98100
85804,order,50,3213,160650
85805,order,50,2065,103250
85806,post,1000,3591,1000
85807,post,1000,2366,1000
85808,order,50,1208,60400
85809,post,1000,176,1000
85810,order,50,756,37800
85811,order,50,2057,102850
85812,post,1000,1243,1000
85813,order,50,4287,214350
85814,order,50,415,20750
85815,post,1000,4005,1000
85816,post,1000,1893,1000
85817,post,1000,507,1000
85818,post,1000,1191,1000
85819,post,1000,4504,1000
85820,order,50,986,49300
85821,order,50,407,20350
85822,order,50,149,7450
85823,order,50,1738,86900
85824,order,50,4107,205350
85825,order,50,421,21050
85826,post,1000,158,1000
85827,order,50,4312,215600
85828,post,1000,2260,1000
85829,order,50,1905,95250
85830,post,1000,1112,1000
85831,order,50,4231,211550
85832,post,1000,605,1000
85833,post,1000,2427,1000
85834,order,50,4693,234650
85835,order,50,743,37150
85836,post,1000,1826,1000
85837,order,50,4360,218000
85838,order,50,2568,128400
85839,post,1000,3318,1000
85840,post,1000,2628,1000
85841,order,50,2589,129450
85842,order,50,171,8550
85843,post,1000,2864,1000
85844,post,1000,4615,1000
85845,order,50,407,20350
85846,order,50,4718,235900
85847,post,1000,1590,1000
85848,order,50,4117,205850
85849,post,1000,1084,1000
85850,post,1000,1830,1000
85851,order,50,2691,134550
85852,order,50,2053,102650
85853,order,50,3126,156300
85854,order,50,3035,151750
85855,order,50,1655,82750
85856,order,50,4274,213700
85857,post,1000,4308,1000
85858,order,50,2763,138150
85859,post,1000,1025,1000
85860,order,50,848,42400
85861,post,1000,3819,1000
85862,post,1000,599,1000
85863,order,50,4574,228700
85864,post,1000,95,1000
85865,post,1000,4277,1000
85866,order,50,4001,200050
85867,order,50,2033,101650
85868,post,1000,3704,1000
85869,post,1000,1011,1000
85870,post,1000,3480,1000
85871,post,1000,868,1000
85872,order,50,3145,157250
85873,post,1000,4961,1000
85874,order,50,1365,68250
85875,post,1000,4592,1000
85876,order,50,3386,169300
85877,post,1000,917,1000
85878,order,50,4205,210250
85879,post,1000,2227,1000
85880,order,50,149,7450
85881,post,1000,2279,1000
85882,order,50,1679,83950
85883,order,50,2186,109300
85884,order,50,3314,165700
85885,post,1000,1882,1000
85886,post,1000,567,1000
85887,order,50,3069,153450
85888,order,50,3027,151350
85889,order,50,2648,132400
85890,order,50,2247,112350
85891,order,50,1810,90500
85892,post,1000,879,1000
85893,order,50,1280,64000
85894,post,1000,682,1000
85895,order,50,1061,53050
85896,order,50,593,29650
85897,post,1000,114,1000
85898,order,50,4096,204800
85899,post,1000,2659,1000
85900,post,1000,3219,1000
85901,order,50,2052,102600
85902,order,50,4373,218650
85903,post,1000,4478,1000
85904,post,1000,2590,1000
85905,order,50,1458,72900
85906,post,1000,3692,1000
85907,order,50,2319,115950
85908,post,1000,4065,1000
85909,post,1000,2435,1000
85910,post,1000,2363,1000
85911,post,1000,3395,1000
85912,order,50,4890,244500
85913,order,50,863,43150
85914,post,1000,4294,1000
85915,post,1000,2278,1000
85916,post,1000,4186,1000
85917,post,1000,954,1000
85918,post,1000,1057,1000
85919,order,50,370,18500
85920,order,50,4907,245350
85921,post,1000,1091,1000
85922,order,50,3818,190900
85923,post,1000,4120,1000
85924,order,50,3547,177350
85925,post,1000,1170,1000
85926,order,50,2203,110150
85927,order,50,2597,129850
85928,post,1000,3999,1000
85929,order,50,1017,50850
85930,order,50,368,18400
85931,order,50,3319,165950
85932,order,50,4899,244950
85933,post,1000,4405,1000
85934,order,50,4940,247000
85935,post,1000,2705,1000
85936,post,1000,87,1000
85937,order,50,4505,225250
85938,order,50,228,11400
85939,order,50,3140,157000
85940,order,50,2049,102450
85941,post,1000,3199,1000
85942,order,50,3809,190450
85943,post,1000,2222,1000
85944,post,1000,3750,1000
85945,order,50,4114,205700
85946,post,1000,2832,1000
85947,post,1000,3338,1000
85948,post,1000,2618,1000
85949,order,50,2752,137600
85950,post,1000,2087,1000
85951,post,1000,1740,1000
85952,post,1000,3729,1000
85953,order,50,2794,139700
85954,order,50,4651,232550
85955,order,50,3155,157750
85956,order,50,491,24550
85957,order,50,234,11700
85958,post,1000,4582,1000
85959,post,1000,760,1000
85960,order,50,1546,77300
85961,order,50,1756,87800
85962,post,1000,1536,1000
85963,post,1000,1851,1000
85964,post,1000,4771,1000
85965,post,1000,4034,1000
85966,post,1000,3189,1000
85967,order,50,4128,206400
85968,order,50,4029,201450
85969,post,1000,968,1000
85970,order,50,270,13500
85971,post,1000,1959,1000
85972,order,50,1592,79600
85973,post,1000,4524,1000
85974,post,1000,1256,1000
85975,order,50,4895,244750
85976,post,1000,2036,1000
85977,post,1000,2102,1000
85978,post,1000,1978,1000
85979,order,50,131,6550
85980,post,1000,4839,1000
85981,post,1000,1637,1000
85982,post,1000,669,1000
85983,order,50,94,4700
85984,order,50,4547,227350
85985,post,1000,395,1000
85986,post,1000,1218,1000
85987,post,1000,2517,1000
85988,order,50,373,18650
85989,post,1000,2818,1000
85990,order,50,836,41800
85991,post,1000,2252,1000
85992,order,50,588,29400
85993,order,50,3253,162650
85994,post,1000,2629,1000
85995,order,50,4026,201300
85996,order,50,651,32550
85997,order,50,348,17400
85998,post,1000,4007,1000
85999,order,50,3043,152150
86000,order,50,1258,62900
86001,order,50,4316,215800
86002,order,50,4663,233150
86003,order,50,3169,158450
86004,post,1000,4372,1000
86005,order,50,4514,225700
86006,order,50,2112,105600
86007,order,50,759,37950
86008,order,50,4001,200050
86009,post,1000,3171,1000
86010,order,50,2678,133900
86011,post,1000,4891,1000
86012,order,50,3123,156150
86013,post,1000,1857,1000
86014,order,50,4709,235450
86015,order,50,4784,239200
86016,order,50,1813,90650
86017,post,1000,1558,1000
86018,post,1000,3264,1000
86019,post,1000,3037,1000
86020,post,1000,3092,1000
86021,post,1000,1795,1000
86022,post,1000,4605,1000
86023,order,50,2659,132950
86024,order,50,1247,62350
86025,post,1000,2488,1000
86026,order,50,4173,208650
86027,post,1000,4676,1000
86028,post,1000,2450,1000
86029,order,50,3080,154000
86030,post,1000,4527,1000
86031,order,50,2143,107150
86032,order,50,767,38350
86033,post,1000,150,1000
86034,post,1000,1473,1000
86035,post,1000,2126,1000
86036,post,1000,3359,1000
86037,post,1000,745,1000
86038,order,50,3187,159350
86039,order,50,4219,210950
86040,order,50,3433,171650
86041,order,50,3609,180450
86042,order,50,9,450
86043,post,1000,3838,1000
86044,order,50,3581,179050
86045,post,1000,1352,1000
86046,order,50,946,47300
86047,post,1000,1966,1000
86048,order,50,3275,163750
86049,order,50,3054,152700
86050,order,50,4041,202050
86051,post,1000,916,1000
86052,order,50,1123,56150
86053,order,50,155,7750
86054,post,1000,1230,1000
86055,post,1000,1723,1000
86056,post,1000,3256,1000
86057,order,50,649,32450
86058,order,50,1796,89800
86059,order,50,4137,206850
86060,post,1000,2916,1000
86061,order,50,2154,107700
86062,post,1000,1108,1000
86063,order,50,2786,139300
86064,post,1000,1522,1000
86065,order,50,3799,189950
86066,order,50,2261,113050
86067,order,50,3065,153250
86068,order,50,181,9050
86069,post,1000,181,1000
86070,post,1000,1761,1000
86071,post,1000,3704,1000
86072,order,50,4610,230500
86073,post,1000,1555,1000
86074,order,50,1089,54450
86075,order,50,266,13300
86076,order,50,4943,247150
86077,post,1000,1757,1000
86078,order,50,3372,168600
86079,post,1000,1366,1000
86080,post,1000,4305,1000
86081,post,1000,252,1000
86082,order,50,1313,65650
86083,post,1000,418,1000
86084,order,50,4545,227250
86085,order,50,2814,140700
86086,post,1000,3010,1000
86087,post,1000,515,1000
86088,post,1000,3165,1000
86089,order,50,822,41100
86090,order,50,1932,96600
86091,post,1000,1882,1000
86092,post,1000,4330,1000
86093,order,50,4568,228400
86094,post,1000,1137,1000
86095,order,50,1700,85000
86096,post,1000,3776,1000
86097,post,1000,2188,1000
86098,order,50,2603,130150
86099,post,1000,4838,1000
86100,post,1000,1673,1000
86101,order,50,2945,147250
86102,order,50,1320,66000
86103,order,50,2310,115500
86104,post,1000,3603,1000
86105,post,1000,3052,1000
86106,order,50,3078,153900
86107,order,50,3545,177250
86108,order,50,579,28950
86109,order,50,209,10450
86110,post,1000,1730,1000
86111,post,1000,3550,1000
86112,order,50,4823,241150
86113,order,50,4564,228200
86114,order,50,2456,122800
86115,post,1000,2395,1000
86116,order,50,3803,190150
86117,post,1000,1719,1000
86118,post,1000,3372,1000
86119,post,1000,2727,1000
86120,order,50,2726,136300
86121,post,1000,3484,1000
86122,order,50,723,36150
86123,order,50,2728,136400
86124,post,1000,2480,1000
86125,order,50,1158,57900
86126,post,1000,3817,1000
86127,post,1000,2785,1000
86128,post,1000,1308,1000
86129,post,1000,4869,1000
86130,order,50,73,3650
86131,post,1000,4885,1000
86132,post,1000,1766,1000
86133,order,50,3645,182250
86134,order,50,3030,151500
86135,post,1000,4258,1000
86136,order,50,527,26350
86137,order,50,1927,96350
86138,order,50,1956,97800
86139,post,1000,4935,1000
86140,order,50,1709,85450
86141,order,50,4876,243800
86142,order,50,517,25850
86143,order,50,1972,98600
86144,post,1000,1934,1000
86145,post,1000,3452,1000
86146,post,1000,1155,1000
86147,post,1000,2940,1000
86148,post,1000,1279,1000
86149,order,50,2835,141750
86150,post,1000,1966,1000
86151,order,50,4877,243850
86152,order,50,2532,126600
86153,post,1000,1633,1000
86154,order,50,3236,161800
86155,order,50,153,7650
86156,post,1000,3406,1000
86157,post,1000,4755,1000
86158,post,1000,761,1000
86159,order,50,219,10950
86160,post,1000,3343,1000
86161,post,1000,527,1000
86162,order,50,3350,167500
86163,post,1000,1345,1000
86164,order,50,3360,168000
86165,order,50,38,1900
86166,order,50,2702,135100
86167,post,1000,1207,1000
86168,post,1000,472,1000
86169,order,50,4956,247800
86170,order,50,2666,133300
86171,order,50,4328,216400
86172,post,1000,1974,1000
86173,post,1000,3662,1000
86174,order,50,1898,94900
86175,post,1000,4225,1000
86176,order,50,718,35900
86177,post,1000,3389,1000
86178,order,50,2293,114650
86179,post,1000,865,1000
86180,order,50,4131,206550
86181,post,1000,4641,1000
86182,order,50,3827,191350
86183,order,50,615,30750
86184,order,50,2804,140200
86185,order,50,2732,136600
86186,post,1000,2998,1000
86187,post,1000,1989,1000
86188,order,50,1466,73300
86189,order,50,2513,125650
86190,order,50,464,23200
86191,post,1000,990,1000
86192,post,1000,4699,1000
86193,order,50,1727,86350
86194,order,50,1748,87400
86195,order,50,2144,107200
86196,order,50,3026,151300
86197,order,50,706,35300
86198,order,50,568,28400
86199,post,1000,2953,1000
86200,post,1000,2799,1000
86201,order,50,3325,166250
86202,order,50,685,34250
86203,post,1000,4637,1000
86204,post,1000,1749,1000
86205,order,50,1406,70300
86206,order,50,4985,249250
86207,order,50,3234,161700
86208,post,1000,2933,1000
86209,post,1000,3602,1000
86210,order,50,2727,136350
86211,post,1000,201,1000
86212,post,1000,3188,1000
86213,order,50,2888,144400
86214,post,1000,179,1000
86215,post,1000,4797,1000
86216,order,50,975,48750
86217,order,50,1699,84950
86218,order,50,4216,210800
86219,post,1000,2622,1000
86220,post,1000,639,1000
86221,order,50,893,44650
86222,post,1000,1008,1000
86223,post,1000,2966,1000
86224,post,1000,2725,1000
86225,order,50,1279,63950
86226,post,1000,1437,1000
86227,order,50,3643,182150
86228,post,1000,410,1000
86229,post,1000,4033,1000
86230,post,1000,1343,1000
86231,post,1000,3781,1000
86232,post,1000,187,1000
86233,order,50,1999,99950
86234,order,50,2577,128850
86235,post,1000,2275,1000
86236,order,50,953,47650
86237,post,1000,2282,1000
86238,order,50,3808,190400
86239,post,1000,3676,1000
86240,order,50,416,20800
86241,post,1000,3403,1000
86242,order,50,890,44500
86243,post,1000,2632,1000
86244,post,1000,3711,1000
86245,order,50,4327,216350
86246,order,50,3428,171400
86247,order,50,4664,233200
86248,order,50,1530,76500
86249,order,50,4802,240100
86250,post,1000,3483,1000
86251,post,1000,679,1000
86252,order,50,2734,136700
86253,order,50,113,5650
86254,order,50,1668,83400
86255,order,50,2725,136250
86256,post,1000,3580,1000
86257,order,50,168,8400
86258,post,1000,3367,1000
86259,post,1000,2249,1000
86260,order,50,512,25600
86261,order,50,4155,207750
86262,order,50,2022,101100
86263,post,1000,3350,1000
86264,order,50,3165,158250
86265,post,1000,2309,1000
86266,order,50,3593,179650
86267,post,1000,1657,1000
86268,order,50,477,23850
86269,order,50,2422,121100
86270,order,50,4386,219300
86271,post,1000,4918,1000
86272,order,50,4706,235300
86273,post,1000,3910,1000
86274,order,50,1341,67050
86275,order,50,2253,112650
86276,post,1000,4096,1000
86277,order,50,1451,72550
86278,post,1000,4712,1000
86279,order,50,3554,177700
86280,order,50,2621,131050
86281,order,50,4375,218750
86282,order,50,1265,63250
86283,post,1000,4729,1000
86284,order,50,4598,229900
86285,order,50,2987,149350
86286,post,1000,3391,1000
86287,order,50,3886,194300
86288,order,50,1718,85900
86289,order,50,1975,98750
86290,post,1000,746,1000
86291,post,1000,1142,1000
86292,order,50,1171,58550
86293,post,1000,4204,1000
86294,order,50,552,27600
86295,order,50,1433,71650
86296,order,50,674,33700
86297,post,1000,1446,1000
86298,post,1000,46,1000
86299,order,50,749,37450
86300,post,1000,1105,1000
86301,order,50,1397,69850
86302,order,50,700,35000
86303,post,1000,3093,1000
86304,post,1000,1591,1000
86305,order,50,3979,198950
86306,order,50,206,10300
86307,order,50,3259,162950
86308,post,1000,4921,1000
86309,order,50,3773,188650
86310,post,1000,2912,1000
86311,order,50,764,38200
86312,post,1000,3984,1000
86313,post,1000,2807,1000
86314,post,1000,1384,1000
86315,order,50,1898,94900
86316,post,1000,894,1000
86317,order,50,2808,140400
86318,post,1000,1373,1000
86319,order,50,2001,100050
86320,post,1000,4546,1000
86321,post,1000,587,1000
86322,post,1000,1092,1000
86323,order,50,3920,196000
86324,order,50,1970,98500
86325,order,50,1062,53100
86326,post,1000,1420,1000
86327,order,50,2607,130350
86328,order,50,1171,58550
86329,order,50,255,12750
86330,post,1000,743,1000
86331,order,50,142,7100
86332,order,50,4028,201400
86333,post,1000,3757,1000
86334,order,50,3754,187700
86335,post,1000,3256,1000
86336,post,1000,66,1000
86337,order,50,3834,191700
86338,order,50,3156,157800
86339,post,1000,322,1000
86340,order,50,4182,209100
86341,order,50,1620,81000
86342,order,50,4160,208000
86343,post,1000,3518,1000
86344,order,50,2851,142550
86345,post,1000,1931,1000
86346,order,50,4819,240950
86347,post,1000,1715,1000
86348,post,1000,3530,1000
86349,post,1000,1671,1000
86350,post,1000,755,1000
86351,post,1000,664,1000
86352,post,1000,215,1000
86353,order,50,4383,219150
86354,order,50,4425,221250
86355,post,1000,4566,1000
86356,post,1000,3411,1000
86357,order,50,2752,137600
86358,post,1000,4201,1000
86359,order,50,3144,157200
86360,post,1000,939,1000
86361,post,1000,1913,1000
86362,post,1000,3841,1000
86363,post,1000,2096,1000
86364,post,1000,3324,1000
86365,order,50,408,20400
86366,post,1000,3508,1000
86367,post,1000,3081,1000
86368,post,1000,2673,1000
86369,post,1000,4938,1000
86370,order,50,1733,86650
86371,post,1000,2558,1000
86372,order,50,325,16250
86373,post,1000,4350,1000
86374,order,50,2379,118950
86375,order,50,1349,67450
86376,order,50,4769,238450
86377,post,1000,3683,1000
86378,order,50,4975,248750
86379,order,50,4235,211750
86380,post,1000,3023,1000
86381,order,50,2343,117150
86382,order,50,1604,80200
86383,order,50,4526,226300
86384,order,50,2317,115850
86385,post,1000,2439,1000
86386,post,1000,3887,1000
86387,order,50,925,46250
86388,order,50,4766,238300
86389,post,1000,1568,1000
86390,order,50,1812,90600
86391,post,1000,3264,1000
86392,order,50,2229,111450
86393,order,50,4882,244100
86394,order,50,4671,233550
86395,order,50,559,27950
86396,order,50,4734,236700
86397,order,50,4406,220300
86398,order,50,140,7000
86399,post,1000,670,1000
86400,order,50,4950,247500
86401,post,1000,3755,1000
86402,order,50,3365,168250
86403,post,1000,631,1000
86404,order,50,2137,106850
86405,post,1000,4502,1000
86406,post,1000,342,1000
86407,post,1000,4895,1000
86408,post,1000,4991,1000
86409,post,1000,4524,1000
86410,order,50,4455,222750
86411,post,1000,625,1000
86412,order,50,1068,53400
86413,post,1000,3744,1000
86414,post,1000,3021,1000
86415,post,1000,456,1000
86416,post,1000,3002,1000
86417,order,50,1115,55750
86418,order,50,4948,247400
86419,order,50,3088,154400
86420,post,1000,4830,1000
86421,post,1000,3287,1000
86422,post,1000,1478,1000
86423,post,1000,3567,1000
86424,post,1000,243,1000
86425,order,50,1110,55500
86426,post,1000,4371,1000
86427,post,1000,3040,1000
86428,order,50,911,45550
86429,post,1000,1936,1000
86430,post,1000,4923,1000
86431,post,1000,572,1000
86432,post,1000,1286,1000
86433,order,50,3720,186000
86434,post,1000,2813,1000
86435,post,1000,3474,1000
86436,order,50,1098,54900
86437,post,1000,1833,1000
86438,order,50,4795,239750
86439,order,50,4590,229500
86440,order,50,3401,170050
86441,order,50,154,7700
86442,post,1000,3647,1000
86443,post,1000,76,1000
86444,order,50,1792,89600
86445,post,1000,2587,1000
86446,order,50,3864,193200
86447,post,1000,1651,1000
86448,order,50,4917,245850
86449,post,1000,1490,1000
86450,post,1000,1922,1000
86451,order,50,3084,154200
86452,post,1000,3621,1000
86453,order,50,2351,117550
86454,post,1000,2467,1000
86455,post,1000,66,1000
86456,order,50,444,22200
86457,order,50,4858,242900
86458,order,50,4922,246100
86459,order,50,175,8750
86460,post,1000,3873,1000
86461,order,50,913,45650
86462,order,50,4599,229950
86463,order,50,4311,215550
86464,order,50,2609,130450
86465,order,50,2488,124400
86466,post,1000,3243,1000
86467,post,1000,3974,1000
86468,post,1000,3565,1000
86469,order,50,1608,80400
86470,post,1000,2389,1000
86471,order,50,4185,209250
86472,post,1000,2476,1000
86473,order,50,2590,129500
86474,order,50,3555,177750
86475,order,50,2952,147600
86476,order,50,3300,165000
86477,order,50,689,34450
86478,post,1000,4794,1000
86479,post,1000,2399,1000
86480,order,50,1500,75000
86481,post,1000,3490,1000
86482,post,1000,824,1000
86483,order,50,776,38800
86484,order,50,763,38150
86485,post,1000,3516,1000
86486,order,50,2828,141400
86487,post,1000,1185,1000
86488,order,50,1280,64000
86489,order,50,2991,149550
86490,post,1000,4157,1000
86491,order,50,3310,165500
86492,post,1000,2885,1000
86493,post,1000,2733,1000
86494,order,50,785,39250
86495,post,1000,4633,1000
86496,order,50,3385,169250
86497,post,1000,2033,1000
86498,post,1000,4841,1000
86499,order,50,4776,238800
86500,order,50,2966,148300
86501,order,50,839,41950
86502,order,50,920,46000
86503,order,50,2750,137500
86504,post,1000,2434,1000
86505,order,50,2911,145550
86506,order,50,2342,117100
86507,order,50,1367,68350
86508,post,1000,2151,1000
86509,order,50,4531,226550
86510,post,1000,434,1000
86511,order,50,1541,77050
86512,order,50,691,34550
86513,post,1000,1017,1000
86514,order,50,1688,84400
86515,post,1000,1864,1000
86516,post,1000,1741,1000
86517,order,50,1584,79200
86518,order,50,1677,83850
86519,order,50,2698,134900
86520,order,50,279,13950
86521,post,1000,4203,1000
86522,order,50,2184,109200
86523,order,50,1433,71650
86524,order,50,4159,207950
86525,post,1000,1345,1000
86526,order,50,4137,206850
86527,order,50,657,32850
86528,order,50,4912,245600
86529,order,50,1141,57050
86530,order,50,3656,182800
86531,post,1000,4878,1000
86532,order,50,2849,142450
86533,order,50,3342,167100
86534,post,1000,63,1000
86535,order,50,3933,196650
86536,order,50,4712,235600
86537,order,50,3428,171400
86538,order,50,2293,114650
86539,post,1000,1914,1000
86540,post,1000,1386,1000
86541,post,1000,4643,1000
86542,order,50,1928,96400
86543,post,1000,231,1000
86544,order,50,2292,114600
86545,post,1000,836,1000
86546,order,50,2186,109300
86547,order,50,2144,107200
86548,post,1000,2,1000
86549,post,1000,2649,1000
86550,post,1000,2967,1000
86551,post,1000,1883,1000
86552,order,50,2182,109100
86553,order,50,3369,168450
86554,post,1000,4348,1000
86555,order,50,231,11550
86556,order,50,2254,112700
86557,order,50,3163,158150
86558,order,50,1039,51950
86559,order,50,4622,231100
86560,order,50,4162,208100
86561,post,1000,35,1000
86562,post,1000,57,1000
86563,order,50,1653,82650
86564,order,50,2446,122300
86565,post,1000,3044,1000
86566,order,50,975,48750
86567,post,1000,1354,1000
86568,order,50,2446,122300
86569,order,50,1095,54750
86570,post,1000,4131,1000
86571,order,50,896,44800
86572,post,1000,1751,1000
86573,post,1000,3684,1000
86574,order,50,1132,56600
86575,post,1000,499,1000
86576,post,1000,2207,1000
86577,order,50,2080,104000
86578,post,1000,4031,1000
86579,order,50,2788,139400
86580,order,50,462,23100
86581,post,1000,3338,1000
86582,post,1000,1777,1000
86583,order,50,3385,169250
86584,post,1000,4316,1000
86585,post,1000,719,1000
86586,order,50,3752,187600
86587,order,50,3981,199050
86588,order,50,2118,105900
86589,order,50,225,11250
86590,order,50,2987,149350
86591,order,50,2870,143500
86592,post,1000,1551,1000
86593,post,1000,3614,1000
86594,order,50,3013,150650
86595,order,50,3721,186050
86596,post,1000,40,1000
86597,order,50,1019,50950
86598,order,50,4652,232600
86599,post,1000,1368,1000
86600,post,1000,4384,1000
86601,post,1000,253,1000
86602,post,1000,4657,1000
86603,order,50,4462,223100
86604,post,1000,1135,1000
86605,post,1000,3763,1000
86606,order,50,3635,181750
86607,order,50,2269,113450
86608,post,1000,1000,1000
86609,order,50,1929,96450
86610,post,1000,4490,1000
86611,post,1000,3715,1000
86612,order,50,1366,68300
86613,order,50,666,33300
86614,post,1000,4897,1000
86615,order,50,3929,196450
86616,order,50,1783,89150
86617,order,50,3539,176950
86618,post,1000,2532,1000
86619,order,50,138,6900
86620,order,50,3237,161850
86621,order,50,2512,125600
86622,order,50,1038,51900
86623,post,1000,3007,1000
86624,order,50,4023,201150
86625,order,50,953,47650
86626,post,1000,3857,1000
86627,post,1000,1046,1000
86628,order,50,4095,204750
86629,post,1000,213,1000
86630,post,1000,455,1000
86631,order,50,2146,107300
86632,post,1000,3641,1000
86633,order,50,4364,218200
86634,order,50,1042,52100
86635,post,1000,165,1000
86636,post,1000,111,1000
86637,order,50,4782,239100
86638,post,1000,455,1000
86639,post,1000,1956,1000
86640,order,50,4197,209850
86641,post,1000,4061,1000
86642,post,1000,4171,1000
86643,post,1000,3661,1000
86644,post,1000,224,1000
86645,post,1000,4650,1000
86646,post,1000,1158,1000
86647,post,1000,4210,1000
86648,post,1000,2636,1000
86649,post,1000,1325,1000
86650,post,1000,4305,1000
86651,order,50,3144,157200
86652,post,1000,1852,1000
86653,post,1000,2023,1000
86654,order,50,93,4650
86655,post,1000,2206,1000
86656,post,1000,1832,1000
86657,order,50,1583,79150
86658,order,50,1371,68550
86659,order,50,2254,112700
86660,post,1000,4640,1000
86661,post,1000,4566,1000
86662,order,50,850,42500
86663,order,50,3913,195650
86664,post,1000,3649,1000
86665,order,50,2822,141100
86666,post,1000,3841,1000
86667,post,1000,2737,1000
86668,order,50,234,11700
86669,post,1000,1891,1000
86670,order,50,1580,79000
86671,post,1000,3166,1000
86672,post,1000,1278,1000
86673,order,50,4459,222950
86674,order,50,3449,172450
86675,post,1000,3584,1000
86676,post,1000,4296,1000
86677,order,50,68,3400
86678,post,1000,1918,1000
86679,post,1000,4885,1000
86680,order,50,1255,62750
86681,order,50,3858,192900
86682,order,50,3014,150700
86683,order,50,1014,50700
86684,post,1000,2717,1000
86685,order,50,4309,215450
86686,order,50,4165,208250
86687,post,1000,4606,1000
86688,post,1000,2030,1000
86689,order,50,1406,70300
86690,order,50,3963,198150
86691,post,1000,3940,1000
86692,order,50,3524,176200
86693,order,50,1216,60800
86694,order,50,3776,188800
86695,post,1000,4524,1000
86696,post,1000,2328,1000
86697,post,1000,484,1000
86698,order,50,4913,245650
86699,order,50,1566,78300
86700,post,1000,1323,1000
86701,post,1000,83,1000
86702,order,50,3394,169700
86703,post,1000,3318,1000
86704,post,1000,1569,1000
86705,post,1000,613,1000
86706,order,50,1305,65250
86707,order,50,1853,92650
86708,post,1000,3139,1000
86709,post,1000,4896,1000
86710,post,1000,1558,1000
86711,order,50,3513,175650
86712,post,1000,3036,1000
86713,post,1000,269,1000
86714,post,1000,365,1000
86715,order,50,512,25600
86716,order,50,391,19550
86717,order,50,2601,130050
86718,post,1000,2060,1000
86719,order,50,3662,183100
86720,post,1000,3225,1000
86721,post,1000,532,1000
86722,order,50,3565,178250
86723,order,50,3669,183450
86724,order,50,2062,103100
86725,order,50,2024,101200
86726,order,50,3066,153300
86727,post,1000,186,1000
86728,post,1000,3329,1000
86729,order,50,4125,206250
86730,post,1000,2123,1000
86731,order,50,276,13800
86732,post,1000,1915,1000
86733,order,50,64,3200
86734,order,50,2377,118850
86735,post,1000,110,1000
86736,post,1000,93,1000
86737,post,1000,1499,1000
86738,order,50,871,43550
86739,post,1000,77,1000
86740,order,50,2976,148800
86741,post,1000,3554,1000
86742,post,1000,4241,1000
86743,post,1000,2759,1000
86744,order,50,380,19000
86745,order,50,939,46950
86746,post,1000,2819,1000
86747,order,50,4461,223050
86748,order,50,2820,141000
86749,order,50,4505,225250
86750,order,50,3501,175050
86751,order,50,217,10850
86752,order,50,4822,241100
86753,order,50,1090,54500
86754,post,1000,167,1000
86755,post,1000,2536,1000
86756,order,50,2415,120750
86757,order,50,1072,53600
86758,post,1000,1542,1000
86759,post,1000,1405,1000
86760,order,50,2431,121550
86761,post,1000,3962,1000
86762,post,1000,4796,1000
86763,order,50,4733,236650
86764,order,50,4996,249800
86765,order,50,322,16100
86766,post,1000,1203,1000
86767,post,1000,1279,1000
86768,order,50,3575,178750
86769,order,50,2914,145700
86770,post,1000,1479,1000
86771,order,50,360,18000
86772,post,1000,230,1000
86773,post,1000,4490,1000
86774,order,50,4087,204350
86775,post,1000,4513,1000
86776,post,1000,379,1000
86777,post,1000,2983,1000
86778,order,50,4639,231950
86779,order,50,2310,115500
86780,post,1000,2564,1000
86781,order,50,593,29650
86782,post,1000,3523,1000
86783,post,1000,4454,1000
86784,post,1000,3951,1000
86785,post,1000,1090,1000
86786,order,50,703,35150
86787,post,1000,4349,1000
86788,post,1000,4510,1000
86789,order,50,2362,118100
86790,order,50,4796,239800
86791,post,1000,1219,1000
86792,order,50,1294,64700
86793,order,50,3068,153400
86794,post,1000,1423,1000
86795,order,50,840,42000
86796,post,1000,2518,1000
86797,order,50,1612,80600
86798,order,50,3404,170200
86799,order,50,4123,206150
86800,post,1000,96,1000
86801,post,1000,4886,1000
86802,order,50,4070,203500
86803,order,50,4407,220350
86804,post,1000,4483,1000
86805,post,1000,1401,1000
86806,order,50,408,20400
86807,post,1000,23,1000
86808,order,50,3027,151350
86809,post,1000,455,1000
86810,order,50,4137,206850
86811,order,50,4758,237900
86812,order,50,4765,238250
86813,post,1000,2610,1000
86814,post,1000,1206,1000
86815,order,50,2099,104950
86816,order,50,1168,58400
86817,order,50,1262,63100
86818,order,50,1889,94450
86819,order,50,333,16650
86820,order,50,1396,69800
86821,order,50,1634,81700
86822,post,1000,3083,1000
86823,post,1000,82,1000
86824,order,50,1652,82600
86825,order,50,2600,130000
86826,order,50,3870,193500
86827,post,1000,4275,1000
86828,post,1000,4918,1000
86829,post,1000,3211,1000
86830,post,1000,1619,1000
86831,order,50,4960,248000
86832,order,50,3076,153800
86833,post,1000,2004,1000
86834,order,50,1130,56500
86835,order,50,1193,59650
86836,post,1000,4250,1000
86837,order,50,2508,125400
86838,post,1000,506,1000
86839,order,50,3189,159450
86840,post,1000,2730,1000
86841,order,50,2205,110250
86842,order,50,444,22200
86843,post,1000,2043,1000
86844,post,1000,3334,1000
